	msp_0019	msp_0023	msp_0041	msp_0128	msp_0141	msp_0293	msp_0351	msp_0377	msp_0436	msp_1126
V1.FI24_GL0155368	0	0	1	0	0	0	0	0	0	0
MH0053_GL0056161	0	0	1	0	0	0	0	0	0	0
V1.CD34-0_GL0158621	0	0	1	0	0	0	0	0	0	0
MH0181_GL0101145	0	0	1	0	0	0	0	0	0	0
MH0319_GL0053663	0	0	1	0	0	0	0	0	0	0
MH0147_GL0089519	0	0	1	0	0	0	0	0	0	0
MH0094_GL0050614	0	0	1	0	0	0	0	0	0	0
NOM017_GL0038332	0	0	1	0	0	0	0	0	0	0
HD-32:gene_id_14646	0	0	1	0	0	0	0	0	0	0
N013A_GL0019092	0	0	1	0	0	0	0	0	0	0
MH0108_GL0094220	0	0	1	0	0	0	0	0	0	0
HD-62:gene_id_37893	0	0	1	0	0	0	0	0	0	0
MH0006_GL0127422	0	0	1	0	0	0	0	0	0	0
MH0427_GL0007040	0	0	1	0	0	0	0	0	0	0
MH0181_GL0096197	0	0	1	0	0	0	0	0	0	0
HD-14:gene_id_1490	0	0	1	0	0	0	0	0	0	0
AS103:gene_id_14910	0	0	1	0	0	0	0	0	0	0
L13_gene_94639	0	0	1	0	0	0	0	0	0	0
MH0096_GL0006563	0	0	1	0	0	0	0	0	0	0
158499257-stool1_GL0196693	0	0	1	0	0	0	0	0	0	0
AS17:gene_id_6641	0	0	1	0	0	0	0	0	0	0
MH0001_GL0009678	0	0	1	0	0	0	0	0	0	0
MH0167_GL0027724	0	0	1	0	0	0	0	0	0	0
T2D-108A_GL0091820	0	0	1	0	0	0	0	0	0	0
N062A_GL0009058	0	0	1	0	0	0	0	0	0	0
DLF003_GL0045799	0	0	1	0	0	0	0	0	0	0
V1.UC7-0_GL0040071	0	0	1	0	0	0	0	0	0	0
MH0118_GL0026789	0	0	1	0	0	0	0	0	0	0
T2D-123A_GL0031692	0	0	1	0	0	0	0	0	0	0
MH0009_GL0015068	0	0	1	0	0	0	0	0	0	0
AS109:gene_id_10930	0	0	1	0	0	0	0	0	0	0
MH0260_GL0095057	0	0	1	0	0	0	0	0	0	0
T2D-8A_GL0027189	0	0	1	0	0	0	0	0	0	0
MH0244_GL0016961	0	0	1	0	0	0	0	0	0	0
MH0319_GL0114921	0	0	1	0	0	0	0	0	0	0
HD-33:gene_id_85657	0	0	1	0	0	0	0	0	0	0
159733294-stool1_GL0070984	0	0	1	0	0	0	0	0	0	0
MH0102_GL0125137	0	0	1	0	0	0	0	0	0	0
MH0009_GL0023099	0	0	1	0	0	0	0	0	0	0
HD-62:gene_id_12258	0	0	1	0	0	0	0	0	0	0
T2D-173A_GL0063284	0	0	1	0	0	0	0	0	0	0
MH0018_GL0019442	0	0	1	0	0	0	0	0	0	0
MH0063_GL0026280	0	0	1	0	0	0	0	0	0	0
SZEY-44A_GL0010302	0	0	1	0	0	0	0	0	0	0
H59_gene_35905	0	0	1	0	0	0	0	0	0	0
MH0001_GL0006528	0	0	1	0	0	0	0	0	0	0
HD-17:gene_id_17457	0	0	1	0	0	0	0	0	0	0
SZEY-99A_GL0013673	0	0	1	0	0	0	0	0	0	0
L80_gene_15600	0	0	1	0	0	0	0	0	0	0
MH0138_GL0038349	0	0	1	0	0	0	0	0	0	0
MH0096_GL0088962	0	0	1	0	0	0	0	0	0	0
MH0152_GL0058128	0	0	1	0	0	0	0	0	0	0
L27_gene_9702	0	0	1	0	0	0	0	0	0	0
MH0120_GL0079902	0	0	1	0	0	0	0	0	0	0
L67_gene_3868	0	0	1	0	0	0	0	0	0	0
O2.UC43-1_GL0030439	0	0	1	0	0	0	0	0	0	0
MH0402_GL0061304	0	0	1	0	0	0	0	0	0	0
T2D-163A_GL0056669	0	0	1	0	0	0	0	0	0	0
MH0132_GL0044502	0	0	1	0	0	0	0	0	0	0
L63_gene_25709	0	0	1	0	0	0	0	0	0	0
V1.UC28-0_GL0086614	0	0	1	0	0	0	0	0	0	0
V1.FI16_GL0229307	0	0	1	0	0	0	0	0	0	0
MH0157_GL0070747	0	0	1	0	0	0	0	0	0	0
V1.UC12-0_GL0003839	0	0	1	0	0	0	0	0	0	0
V1.CD6-0-PT_GL0022991	0	0	1	0	0	0	0	0	0	0
O2.UC43-0_GL0008762	0	0	1	0	0	0	0	0	0	0
MH0334_GL0101358	0	0	1	0	0	0	0	0	0	0
L67_gene_19769	0	0	1	0	0	0	0	0	0	0
O2.UC16-1_GL0076084	0	0	1	0	0	0	0	0	0	0
MH0124_GL0090393	0	0	1	0	0	0	0	0	0	0
HD-41:gene_id_21927	0	0	1	0	0	0	0	0	0	0
DOM012_GL0046792	0	0	1	0	0	0	0	0	0	0
AS26:gene_id_20353	0	0	1	0	0	0	0	0	0	0
NLM004_GL0008540	0	0	1	0	0	0	0	0	0	0
HD-43:gene_id_4145	0	0	1	0	0	0	0	0	0	0
H_P2_gene_728490	0	0	1	0	0	0	0	0	0	0
MH0400_GL0146658	0	0	1	0	0	0	0	0	0	0
MH0427_GL0032387	0	0	1	0	0	0	0	0	0	0
MH0394_GL0050878	0	0	1	0	0	0	0	0	0	0
MH0130_GL0029575	0	0	1	0	0	0	0	0	0	0
RA13_contig:gene_id_48717	0	0	1	0	0	0	0	0	0	0
AS132:gene_id_599	0	0	1	0	0	0	0	0	0	0
O2.UC43-1_GL0012244	0	0	1	0	0	0	0	0	0	0
N031A_GL0040910	0	0	1	0	0	0	0	0	0	0
O2.UC24-2_GL0096402	0	0	1	0	0	0	0	0	0	0
MH0454_GL0103764	0	0	1	0	0	0	0	0	0	0
V1.CD34-0_GL0102140	0	0	1	0	0	0	0	0	0	0
AS17:gene_id_8582	0	0	1	0	0	0	0	0	0	0
MH0404_GL0043629	0	0	1	0	0	0	0	0	0	0
H75_gene_17501	0	0	1	0	0	0	0	0	0	0
AS57:gene_id_10195	0	0	1	0	0	0	0	0	0	0
MH0394_GL0098518	0	0	1	0	0	0	0	0	0	0
L87_gene_49300	0	0	1	0	0	0	0	0	0	0
L101_gene_6818	0	0	1	0	0	0	0	0	0	0
MH0053_GL0025913	0	0	1	0	0	0	0	0	0	0
H60_gene_433	0	0	1	0	0	0	0	0	0	0
NLM024_GL0041492	0	0	1	0	0	0	0	0	0	0
T2D-142A_GL0076764	0	0	1	0	0	0	0	0	0	0
MH0222_GL0128884	0	0	1	0	0	0	0	0	0	0
NOM019_GL0017663	0	0	1	0	0	0	0	0	0	0
AS6:gene_id_21704	0	0	1	0	0	0	0	0	0	0
MH0154_GL0061311	0	0	1	0	0	0	0	0	0	0
MH0001_GL0014865	0	0	1	0	0	0	0	0	0	0
MH0132_GL0040677	0	0	1	0	0	0	0	0	0	0
MH0389_GL0065072	0	0	1	0	0	0	0	0	0	0
MH0257_GL0088855	0	0	1	0	0	0	0	0	0	0
MH0152_GL0052968	0	0	1	0	0	0	0	0	0	0
L81_gene_1071	0	0	1	0	0	0	0	0	0	0
MH0332_GL0001128	0	0	1	0	0	0	0	0	0	0
H65_gene_26653	0	0	1	0	0	0	0	0	0	0
AS121:gene_id_4902	0	0	1	0	0	0	0	0	0	0
MH0132_GL0041084	0	0	1	0	0	0	0	0	0	0
AS122:gene_id_18466	0	0	1	0	0	0	0	0	0	0
MH0030_GL0017632	0	0	1	0	0	0	0	0	0	0
HD-33:gene_id_100444	0	0	1	0	0	0	0	0	0	0
L62_gene_52973	0	0	1	0	0	0	0	0	0	0
765701615-stool1_GL0211797	0	0	1	0	0	0	0	0	0	0
V1.UC3-0_GL0011808	0	0	1	0	0	0	0	0	0	0
AS54:gene_id_7682	0	0	1	0	0	0	0	0	0	0
L69_gene_39339	0	0	1	0	0	0	0	0	0	0
NLM004_GL0032927	0	0	1	0	0	0	0	0	0	0
HD-67:gene_id_4292	0	0	1	0	0	0	0	0	0	0
MH0365_GL0019088	0	0	1	0	0	0	0	0	0	0
MH0402_GL0201832	0	0	1	0	0	0	0	0	0	0
DLM003_GL0059261	0	0	1	0	0	0	0	0	0	0
N011A_GL0029445	0	0	1	0	0	0	0	0	0	0
MH0286_GL0140609	0	0	1	0	0	0	0	0	0	0
HD-17:gene_id_20960	0	0	1	0	0	0	0	0	0	0
O2.UC43-0_GL0009071	0	0	1	0	0	0	0	0	0	0
L62_gene_57564	0	0	1	0	0	0	0	0	0	0
MH0006_GL0090605	0	0	1	0	0	0	0	0	0	0
MH0053_GL0026525	0	0	1	0	0	0	0	0	0	0
SZEY-60A_GL0012052	0	0	1	0	0	0	0	0	0	0
MH0173_GL0027267	0	0	1	0	0	0	0	0	0	0
AS127:gene_id_54943	0	0	1	0	0	0	0	0	0	0
V1.FI09_GL0099085	0	0	1	0	0	0	0	0	0	0
T2D-108A_GL0015342	0	0	1	0	0	0	0	0	0	0
HD-40:gene_id_68055	0	0	1	0	0	0	0	0	0	0
MH0018_GL0000623	0	0	1	0	0	0	0	0	0	0
L21_gene_18749	0	0	1	0	0	0	0	0	0	0
AS122:gene_id_5519	0	0	1	0	0	0	0	0	0	0
HD-17:gene_id_31271	0	0	1	0	0	0	0	0	0	0
MH0245_GL0118956	0	0	1	0	0	0	0	0	0	0
HD-32:gene_id_7845	0	0	1	0	0	0	0	0	0	0
765701615-stool1_GL0116318	0	0	1	0	0	0	0	0	0	0
MH0288_GL0010711	0	0	1	0	0	0	0	0	0	0
MH0357_GL0193575	0	0	1	0	0	0	0	0	0	0
MH0319_GL0034319	0	0	1	0	0	0	0	0	0	0
MH0053_GL0056159	0	0	1	0	0	0	0	0	0	0
DOM016_GL0017683	0	0	1	0	0	0	0	0	0	0
L80_gene_42663	0	0	1	0	0	0	0	0	0	0
L19_gene_36256	0	0	1	0	0	0	0	0	0	0
V1.CD6-0-PT_GL0105864	0	0	1	0	0	0	0	0	0	0
O2.UC43-0_GL0035907	0	0	1	0	0	0	0	0	0	0
V1.UC53-0_GL0134085	0	0	1	0	0	0	0	0	0	0
MH0063_GL0000582	0	0	1	0	0	0	0	0	0	0
V1.CD44-0_GL0048566	0	0	1	0	0	0	0	0	0	0
MH0143_GL0121122	0	0	1	0	0	0	0	0	0	0
H93_gene_86137	0	0	1	0	0	0	0	0	0	0
N013A_GL0080412	0	0	1	0	0	0	0	0	0	0
NOM019_GL0058519	0	0	1	0	0	0	0	0	0	0
HD-15:gene_id_19256	0	0	1	0	0	0	0	0	0	0
MH0394_GL0018966	0	0	1	0	0	0	0	0	0	0
O2.UC15-2_GL0034378	0	0	1	0	0	0	0	0	0	0
MH0031_GL0024219	0	0	1	0	0	0	0	0	0	0
SZEY-27A_GL0002752	0	0	1	0	0	0	0	0	0	0
NLM004_GL0070559	0	0	1	0	0	0	0	0	0	0
HD-42:gene_id_507	0	0	1	0	0	0	0	0	0	0
MH0224_GL0040333	0	0	1	0	0	0	0	0	0	0
MH0313_GL0091010	0	0	1	0	0	0	0	0	0	0
O2.UC16-1_GL0102296	0	0	1	0	0	0	0	0	0	0
MH0053_GL0014893	0	0	1	0	0	0	0	0	0	0
AS109:gene_id_8846	0	0	1	0	0	0	0	0	0	0
V1.FI32_GL0177756	0	0	1	0	0	0	0	0	0	0
MH0046_GL0022567	0	0	1	0	0	0	0	0	0	0
MH0394_GL0058776	0	0	1	0	0	0	0	0	0	0
AS122:gene_id_430	0	0	1	0	0	0	0	0	0	0
SRA01_contig:gene_id_253762	0	0	1	0	0	0	0	0	0	0
HD-29:gene_id_761	0	0	1	0	0	0	0	0	0	0
MH0319_GL0151238	0	0	1	0	0	0	0	0	0	0
MH0053_GL0064915	0	0	1	0	0	0	0	0	0	0
MH0164_GL0034971	0	0	1	0	0	0	0	0	0	0
O2.CD2-0_GL0051219	0	0	1	0	0	0	0	0	0	0
L15_gene_7826	0	0	1	0	0	0	0	0	0	0
L30_gene_20975	0	0	1	0	0	0	0	0	0	0
MH0165_GL0046884	0	0	1	0	0	0	0	0	0	0
DLM027_GL0002040	0	0	1	0	0	0	0	0	0	0
L80_gene_14348	0	0	1	0	0	0	0	0	0	0
N025A_GL0054337	0	0	1	0	0	0	0	0	0	0
MH0154_GL0125337	0	0	1	0	0	0	0	0	0	0
MH0357_GL0100659	0	0	1	0	0	0	0	0	0	0
MH0319_GL0143539	0	0	1	0	0	0	0	0	0	0
MH0338_GL0092890	0	0	1	0	0	0	0	0	0	0
HD-14:gene_id_5157	0	0	1	0	0	0	0	0	0	0
S_P1_gene_404876	0	0	1	0	0	0	0	0	0	0
MH0357_GL0152621	0	0	1	0	0	0	0	0	0	0
L82_gene_17652	0	0	1	0	0	0	0	0	0	0
MH0032_GL0024120	0	0	1	0	0	0	0	0	0	0
O2.UC16-1_GL0129174	0	0	1	0	0	0	0	0	0	0
MH0183_GL0116970	0	0	1	0	0	0	0	0	0	0
MH0050_GL0074177	0	0	1	0	0	0	0	0	0	0
MH0189_GL0143512	0	0	1	0	0	0	0	0	0	0
MH0161_GL0113054	0	0	1	0	0	0	0	0	0	0
AS26:gene_id_17256	0	0	1	0	0	0	0	0	0	0
H65_gene_1706	0	0	1	0	0	0	0	0	0	0
DOM023_GL0014171	0	0	1	0	0	0	0	0	0	0
MH0001_GL0010306	0	0	1	0	0	0	0	0	0	0
O2.UC6-0_GL0012754	0	0	1	0	0	0	0	0	0	0
MH0034_GL0009658	0	0	1	0	0	0	0	0	0	0
MH0147_GL0105738	0	0	1	0	0	0	0	0	0	0
MH0319_GL0098888	0	0	1	0	0	0	0	0	0	0
MH0138_GL0046567	0	0	1	0	0	0	0	0	0	0
MH0402_GL0094132	0	0	1	0	0	0	0	0	0	0
MH0319_GL0113176	0	0	1	0	0	0	0	0	0	0
L67_gene_23595	0	0	1	0	0	0	0	0	0	0
MH0005_GL0013256	0	0	1	0	0	0	0	0	0	0
NLM009_GL0020736	0	0	1	0	0	0	0	0	0	0
MH0018_GL0018948	0	0	1	0	0	0	0	0	0	0
V1.UC21-0_GL0056162	0	0	1	0	0	0	0	0	0	0
MH0357_GL0084810	0	0	1	0	0	0	0	0	0	0
MH0389_GL0025151	0	0	1	0	0	0	0	0	0	0
L21_gene_18569	0	0	1	0	0	0	0	0	0	0
MH0161_GL0013555	0	0	1	0	0	0	0	0	0	0
O2.UC16-1_GL0037523	0	0	1	0	0	0	0	0	0	0
MH0383_GL0085312	0	0	1	0	0	0	0	0	0	0
MH0181_GL0107789	0	0	1	0	0	0	0	0	0	0
DLM002_GL0036730	0	0	1	0	0	0	0	0	0	0
AS31:gene_id_3650	0	0	1	0	0	0	0	0	0	0
159166850-stool1_GL0111418	0	0	1	0	0	0	0	0	0	0
MH0283_GL0055775	0	0	1	0	0	0	0	0	0	0
L67_gene_28822	0	0	1	0	0	0	0	0	0	0
MH0319_GL0098185	0	0	1	0	0	0	0	0	0	0
RA12_contig:gene_id_142325	0	0	1	0	0	0	0	0	0	0
MH0001_GL0004838	0	0	1	0	0	0	0	0	0	0
MH0031_GL0019013	0	0	1	0	0	0	0	0	0	0
SRA00_contig:gene_id_205852	0	0	1	0	0	0	0	0	0	0
MH0392_GL0177781	0	0	1	0	0	0	0	0	0	0
RA05_contig:gene_id_107751	0	0	1	0	0	0	0	0	0	0
AS103:gene_id_46483	0	0	1	0	0	0	0	0	0	0
MH0143_GL0143532	0	0	1	0	0	0	0	0	0	0
MH0053_GL0033438	0	0	1	0	0	0	0	0	0	0
H88_gene_2291	0	0	1	0	0	0	0	0	0	0
764892411-stool1_GL0032979	0	0	1	0	0	0	0	0	0	0
HD-62:gene_id_46877	0	0	1	0	0	0	0	0	0	0
MH0138_GL0052240	0	0	1	0	0	0	0	0	0	0
AS132:gene_id_1047	0	0	1	0	0	0	0	0	0	0
MH0283_GL0058049	0	0	1	0	0	0	0	0	0	0
T2D-108A_GL0018304	0	0	1	0	0	0	0	0	0	0
MH0005_GL0013806	0	0	1	0	0	0	0	0	0	0
V1.UC17-0_GL0014005	0	0	1	0	0	0	0	0	0	0
MH0031_GL0037713	0	0	1	0	0	0	0	0	0	0
MH0354_GL0060697	0	0	1	0	0	0	0	0	0	0
O2.UC16-0_GL0008153	0	0	1	0	0	0	0	0	0	0
MH0224_GL0010779	0	0	1	0	0	0	0	0	0	0
MH0400_GL0083090	0	0	1	0	0	0	0	0	0	0
AS109:gene_id_10213	0	0	1	0	0	0	0	0	0	0
MH0138_GL0029912	0	0	1	0	0	0	0	0	0	0
SRA02_contig:gene_id_349822	0	0	1	0	0	0	0	0	0	0
MH0001_GL0008778	0	0	1	0	0	0	0	0	0	0
L92_gene_25811	0	0	1	0	0	0	0	0	0	0
L101_gene_19842	0	0	1	0	0	0	0	0	0	0
MH0283_GL0015607	0	0	1	0	0	0	0	0	0	0
H45_gene_39346	0	0	1	0	0	0	0	0	0	0
HD-43:gene_id_14932	0	0	1	0	0	0	0	0	0	0
AS122:gene_id_1628	0	0	1	0	0	0	0	0	0	0
SZEY-103A_GL0023410	0	0	1	0	0	0	0	0	0	0
MH0374_GL0188662	0	0	1	0	0	0	0	0	0	0
H93_gene_14320	0	0	1	0	0	0	0	0	0	0
MH0374_GL0086203	0	0	1	0	0	0	0	0	0	0
O2.UC6-1_GL0011377	0	0	1	0	0	0	0	0	0	0
HD-33:gene_id_30605	0	0	1	0	0	0	0	0	0	0
ED16A_GL0007895	0	0	1	0	0	0	0	0	0	0
V1.UC56-1_GL0000728	0	0	1	0	0	0	0	0	0	0
159207311-stool2_GL0019387	0	0	1	0	0	0	0	0	0	0
MH0402_GL0183090	0	0	1	0	0	0	0	0	0	0
AS122:gene_id_4470	0	0	1	0	0	0	0	0	0	0
RA05_contig:gene_id_137608	0	0	1	0	0	0	0	0	0	0
L7_gene_31006	0	0	1	0	0	0	0	0	0	0
HD-32:gene_id_30972	0	0	1	0	0	0	0	0	0	0
V1.UC53-0_GL0022991	0	0	1	0	0	0	0	0	0	0
HD-62:gene_id_19640	0	0	1	0	0	0	0	0	0	0
RA04_contig:gene_id_106146	0	0	1	0	0	0	0	0	0	0
T2D-49A_GL0072331	0	0	1	0	0	0	0	0	0	0
L15_gene_1188	0	0	1	0	0	0	0	0	0	0
NOF001_GL0059086	0	0	1	0	0	0	0	0	0	0
O2.UC17-2_GL0032674	0	0	1	0	0	0	0	0	0	0
RA05_contig:gene_id_129237	0	0	1	0	0	0	0	0	0	0
SRA02_contig:gene_id_366141	0	0	1	0	0	0	0	0	0	0
MH0288_GL0003203	0	0	1	0	0	0	0	0	0	0
NOM013_GL0043247	0	0	1	0	0	0	0	0	0	0
MH0085_GL0038259	0	0	1	0	0	0	0	0	0	0
O2.UC43-0_GL0009323	0	0	1	0	0	0	0	0	0	0
MH0138_GL0034070	0	0	1	0	0	0	0	0	0	0
MH0096_GL0005100	0	0	1	0	0	0	0	0	0	0
MH0001_GL0008776	0	0	1	0	0	0	0	0	0	0
HD-14:gene_id_5477	0	0	1	0	0	0	0	0	0	0
AS66:gene_id_11708	0	0	1	0	0	0	0	0	0	0
HD-14:gene_id_1484	0	0	1	0	0	0	0	0	0	0
V1.FI24_GL0020037	0	0	1	0	0	0	0	0	0	0
MH0001_GL0021047	0	0	1	0	0	0	0	0	0	0
O2.UC12-0_GL0045622	0	0	1	0	0	0	0	0	0	0
MH0084_GL0004564	0	0	1	0	0	0	0	0	0	0
RA00_contig:gene_id_64444	0	0	1	0	0	0	0	0	0	0
MH0001_GL0019869	0	0	1	0	0	0	0	0	0	0
MH0357_GL0063655	0	0	1	0	0	0	0	0	0	0
AS17:gene_id_6689	0	0	1	0	0	0	0	0	0	0
L125_gene_16692	0	0	1	0	0	0	0	0	0	0
H93_gene_22267	0	0	1	0	0	0	0	0	0	0
L67_gene_3305	0	0	1	0	0	0	0	0	0	0
DLM005_GL0012306	0	0	1	0	0	0	0	0	0	0
N013A_GL0084889	0	0	1	0	0	0	0	0	0	0
MH0357_GL0097069	0	0	1	0	0	0	0	0	0	0
AS71:gene_id_11341	0	0	1	0	0	0	0	0	0	0
H60_gene_7125	0	0	1	0	0	0	0	0	0	0
AS109:gene_id_9034	0	0	1	0	0	0	0	0	0	0
O2.UC16-0_GL0018204	0	0	1	0	0	0	0	0	0	0
MH0077_GL0057113	0	0	1	0	0	0	0	0	0	0
MH0105_GL0025365	0	0	1	0	0	0	0	0	0	0
V1.FI09_GL0138571	0	0	1	0	0	0	0	0	0	0
T2D-108A_GL0034767	0	0	1	0	0	0	0	0	0	0
MH0154_GL0125249	0	0	1	0	0	0	0	0	0	0
MH0339_GL0094294	0	0	1	0	0	0	0	0	0	0
AS51:gene_id_45546	0	0	1	0	0	0	0	0	0	0
MH0034_GL0006531	0	0	1	0	0	0	0	0	0	0
V1.UC26-4_GL0029136	0	0	1	0	0	0	0	0	0	0
AS71:gene_id_13257	0	0	1	0	0	0	0	0	0	0
MH0400_GL0054486	0	0	1	0	0	0	0	0	0	0
MH0132_GL0037438	0	0	1	0	0	0	0	0	0	0
RA03_contig:gene_id_91463	0	0	1	0	0	0	0	0	0	0
MH0078_GL0021960	0	0	1	0	0	0	0	0	0	0
MH0031_GL0016813	0	0	1	0	0	0	0	0	0	0
MH0392_GL0048800	0	0	1	0	0	0	0	0	0	0
MH0428_GL0011138	0	0	1	0	0	0	0	0	0	0
765701615-stool1_GL0156843	0	0	1	0	0	0	0	0	0	0
O2.UC16-0_GL0010200	0	0	1	0	0	0	0	0	0	0
AS37:gene_id_7358	0	0	1	0	0	0	0	0	0	0
L92_gene_38992	0	0	1	0	0	0	0	0	0	0
V1.UC41-0_GL0024814	0	0	1	0	0	0	0	0	0	0
MH0224_GL0195702	0	0	1	0	0	0	0	0	0	0
MH0319_GL0031024	0	0	1	0	0	0	0	0	0	0
H_P2_gene_427754	0	0	1	0	0	0	0	0	0	0
AS132:gene_id_10890	0	0	1	0	0	0	0	0	0	0
NLM006_GL0051368	0	0	1	0	0	0	0	0	0	0
O2.UC47-0_GL0058782	0	0	1	0	0	0	0	0	0	0
Unknow_GL0116062	0	0	1	0	0	0	0	0	0	0
NOM013_GL0065641	0	0	1	0	0	0	0	0	0	0
RA00_contig:gene_id_103526	0	0	1	0	0	0	0	0	0	0
404239096-stool1_GL0062118	0	0	1	0	0	0	0	0	0	0
MH0132_GL0063003	0	0	1	0	0	0	0	0	0	0
V1.UC44-0_GL0009704	0	0	1	0	0	0	0	0	0	0
MH0063_GL0050265	0	0	1	0	0	0	0	0	0	0
L71_gene_15904	0	0	1	0	0	0	0	0	0	0
O2.UC49-0_GL0123912	0	0	1	0	0	0	0	0	0	0
V1.UC48-0_GL0163590	0	0	1	0	0	0	0	0	0	0
MH0454_GL0092868	0	0	1	0	0	0	0	0	0	0
MH0245_GL0050359	0	0	1	0	0	0	0	0	0	0
O2.UC16-0_GL0008618	0	0	1	0	0	0	0	0	0	0
MH0104_GL0068166	0	0	1	0	0	0	0	0	0	0
MH0005_GL0005453	0	0	1	0	0	0	0	0	0	0
T2D-51A_GL0034845	0	0	1	0	0	0	0	0	0	0
MH0053_GL0011573	0	0	1	0	0	0	0	0	0	0
L92_gene_348	0	0	1	0	0	0	0	0	0	0
AS109:gene_id_37719	0	0	1	0	0	0	0	0	0	0
MH0454_GL0082849	0	0	1	0	0	0	0	0	0	0
MH0106_GL0001528	0	0	1	0	0	0	0	0	0	0
MH0322_GL0068974	0	0	1	0	0	0	0	0	0	0
V1.UC53-4_GL0082239	0	0	1	0	0	0	0	0	0	0
V1.UC53-0_GL0126346	0	0	1	0	0	0	0	0	0	0
V1.UC38-0_GL0094103	0	0	1	0	0	0	0	0	0	0
MH0141_GL0024420	0	0	1	0	0	0	0	0	0	0
MH0063_GL0042982	0	0	1	0	0	0	0	0	0	0
H93_gene_133308	0	0	1	0	0	0	0	0	0	0
MH0374_GL0031554	0	0	1	0	0	0	0	0	0	0
NOM017_GL0042443	0	0	1	0	0	0	0	0	0	0
MH0118_GL0065229	0	0	1	0	0	0	0	0	0	0
O2.UC12-2_GL0085856	0	0	1	0	0	0	0	0	0	0
O2.UC12-1_GL0092501	0	0	1	0	0	0	0	0	0	0
S_P1_gene_584796	0	0	1	0	0	0	0	0	0	0
MH0183_GL0164670	0	0	1	0	0	0	0	0	0	0
DLF010_GL0006093	0	0	1	0	0	0	0	0	0	0
MH0154_GL0109403	0	0	1	0	0	0	0	0	0	0
MH0319_GL0078880	0	0	1	0	0	0	0	0	0	0
RA09_contig:gene_id_86318	0	0	1	0	0	0	0	0	0	0
O2.UC16-0_GL0013277	0	0	1	0	0	0	0	0	0	0
V1.CD2-0_GL0020381	0	0	1	0	0	0	0	0	0	0
Unknow_GL0122465	0	0	1	0	0	0	0	0	0	0
MH0152_GL0013085	0	0	1	0	0	0	0	0	0	0
H21_gene_197	0	0	1	0	0	0	0	0	0	0
V1.FI09_GL0147203	0	0	1	0	0	0	0	0	0	0
AS37:gene_id_17990	0	0	1	0	0	0	0	0	0	0
MH0006_GL0223287	0	0	1	0	0	0	0	0	0	0
NLM004_GL0079207	0	0	1	0	0	0	0	0	0	0
AS121:gene_id_15553	0	0	1	0	0	0	0	0	0	0
V1.CD18-0_GL0072706	0	0	1	0	0	0	0	0	0	0
N013A_GL0076145	0	0	1	0	0	0	0	0	0	0
RA04_contig:gene_id_124563	0	0	1	0	0	0	0	0	0	0
MH0120_GL0038510	0	0	1	0	0	0	0	0	0	0
MH0392_GL0198024	0	0	1	0	0	0	0	0	0	0
MH0078_GL0033374	0	0	1	0	0	0	0	0	0	0
MH0130_GL0041316	0	0	1	0	0	0	0	0	0	0
HD-17:gene_id_64880	0	0	1	0	0	0	0	0	0	0
O2.UC16-2_GL0045243	0	0	1	0	0	0	0	0	0	0
MH0414_GL0078463	0	0	1	0	0	0	0	0	0	0
MH0138_GL0016368	0	0	1	0	0	0	0	0	0	0
MH0168_GL0110025	0	0	1	0	0	0	0	0	0	0
NLM004_GL0076537	0	0	1	0	0	0	0	0	0	0
T2D-2A_GL0003434	0	0	1	0	0	0	0	0	0	0
MH0374_GL0092961	0	0	1	0	0	0	0	0	0	0
MH0018_GL0012361	0	0	1	0	0	0	0	0	0	0
O2.UC12-2_GL0031128	0	0	1	0	0	0	0	0	0	0
NLM015_GL0048686	0	0	1	0	0	0	0	0	0	0
V1.FI09_GL0019491	0	0	1	0	0	0	0	0	0	0
L90_gene_42087	0	0	1	0	0	0	0	0	0	0
MH0085_GL0025051	0	0	1	0	0	0	0	0	0	0
RA00_contig:gene_id_62394	0	0	1	0	0	0	0	0	0	0
L101_gene_5236	0	0	1	0	0	0	0	0	0	0
AS54:gene_id_4751	0	0	1	0	0	0	0	0	0	0
RA03_contig:gene_id_136404	0	0	1	0	0	0	0	0	0	0
SZEY-24A_GL0000186	0	0	1	0	0	0	0	0	0	0
MH0001_GL0002001	0	0	1	0	0	0	0	0	0	0
SRA02_contig:gene_id_418759	0	0	1	0	0	0	0	0	0	0
HD-60:gene_id_125427	0	0	1	0	0	0	0	0	0	0
O2.UC60-2_GL0081220	0	0	1	0	0	0	0	0	0	0
MH0026_GL0025935	0	0	1	0	0	0	0	0	0	0
H65_gene_2671	0	0	1	0	0	0	0	0	0	0
AS121:gene_id_5063	0	0	1	0	0	0	0	0	0	0
O2.UC14-0_GL0016399	0	0	1	0	0	0	0	0	0	0
SZEY-90A_GL0021404	0	0	1	0	0	0	0	0	0	0
MH0018_GL0008134	0	0	1	0	0	0	0	0	0	0
DOM012_GL0008882	0	0	1	0	0	0	0	0	0	0
MH0119_GL0072729	0	0	1	0	0	0	0	0	0	0
O2.UC12-0_GL0025607	0	0	1	0	0	0	0	0	0	0
MH0046_GL0019561	0	0	1	0	0	0	0	0	0	0
MH0329_GL0122800	0	0	1	0	0	0	0	0	0	0
MH0222_GL0097931	0	0	1	0	0	0	0	0	0	0
T2D-52A_GL0057154	0	0	1	0	0	0	0	0	0	0
RA12_contig:gene_id_189297	0	0	1	0	0	0	0	0	0	0
