gene_name	ko
MH0188_GL0156470	K02855
MH0188_GL0156470	K13530
AS100:gene_id_29510	K00966
AS100:gene_id_29510	K16881
AS100:gene_id_29510	K21210
H_P2_gene_558402	K07098
MH0238_GL0011725	K01897
MH0108_GL0044539	K01197
MH0349_GL0182445	K17248
MH0349_GL0182445	K09809
MH0349_GL0182445	K19422
MH0349_GL0182445	K19002
MH0349_GL0182445	K16697
MH0349_GL0182445	K13668
MH0349_GL0182445	K20922
MH0349_GL0182445	K02844
MH0349_GL0182445	K16150
H_P1_gene_245927	K03327
T2D-49A_GL0011693	K21029
T2D-49A_GL0011693	K21147
MH0055_GL0001922	K09680
L40_gene_106299	K03973
V1.CD6-0-PT_GL0022991	K00337
V1.CD45-0_GL0020048	K03438
SRA03_contig:gene_id_11077	K02238
L104_gene_19193	K07405
MH0238_GL0017760	K02338
MH0061_GL0033090	K19427
MH0061_GL0033090	K00745
O2.UC15-1_GL0089144	K02005
MH0060_GL0048209	K06949
MH0224_GL0115564	K01811
T2D-45A_GL0136996	K07085
H_P2_gene_219649	K03671
H_P2_gene_219649	K04084
H_P2_gene_219649	K06888
MH0375_GL0125832	K21572
NLM032_GL0110551	K12340
MH0131_GL0032899	K04720
T2D-45A_GL0052810	K06950
MH0224_GL0172515	K01091
SRA00_contig:gene_id_69099	K09923
O2.UC2-1_GL0057924	K01012
L68_gene_69540	K01156
T2D-45A_GL0057966	K01952
MH0094_GL0066107	K01784
V1.UC47-0_GL0021486	K00656
159713063-stool1_GL0011262	K01270
V1.CD18-0_GL0037931	K20444
MH0246_GL0014417	K13007
MH0246_GL0014417	K02851
N033A_GL0000149	K15255
MH0185_GL0038166	K02014
MH0185_GL0038166	K16092
O2.UC22-1_GL0063727	K06119
O2.UC22-1_GL0063727	K16149
V1.UC42-0_GL0063261	K01928
O2.UC24-1_GL0072495	K10012
O2.UC24-1_GL0072495	K00721
O2.UC24-1_GL0072495	K20534
HD-17:gene_id_5873	K02346
HD-52:gene_id_14255	K01190
159571453-stool1_GL0056002	K21573
159571453-stool1_GL0056002	K02014
O2.UC53-0_GL0057924	K20534
AS133:gene_id_71065	K03327
V1.FI06_GL0044564	K03308
T2D-45A_GL0019302	K16649
T2D-45A_GL0019302	K07011
T2D-45A_GL0019302	K00067
MH0001_GL0007857	K21063
MH0001_GL0007857	K20866
V1.FI11_GL0024453	K02823
H75_gene_6069	K01277
MH0001_GL0021404	K04075
SRA03_contig:gene_id_105159	K01138
SRA03_contig:gene_id_105159	K01137
SRA03_contig:gene_id_105159	K01130
SRA03_contig:gene_id_105159	K01133
T2D-45A_GL0138304	K01921
MH0421_GL0043342	K03070
V1.CD44-4_GL0032166	K03671
V1.CD44-4_GL0032166	K06888
V1.CD44-4_GL0032166	K04084
MH0108_GL0047411	K00661
HD-58:gene_id_18441	K00677
O2.UC37-1_GL0034405	K00003
MH0026_GL0030506	K07407
MH0063_GL0038126	K01278
T2D-2A_GL0034277	K03498
MH0049_GL0036571	K01173
MH0238_GL0144006	K12264
MH0087_GL0020603	K01790
MH0087_GL0020603	K19853
HD-41:gene_id_7163	K02337
S_P1_gene_157106	K07029
O2.UC56-2_GL0081482	K06333
HD-43:gene_id_3617	K08301
AS121:gene_id_9187	K01914
T2D-109A_GL0024977	K01992
O2.UC8-0_GL0115872	K20885
V1.UC22-1_GL0105288	K03823
MH0161_GL0096995	K05349
AS133:gene_id_45019	K07636
AS133:gene_id_45019	K07652
AS133:gene_id_45019	K10819
V1.FI08_GL0110732	K03797
H67_gene_18355	K21572
MH0161_GL0112600	K01006
MH0238_GL0175444	K21572
MH0357_GL0030304	K16557
MH0357_GL0030304	K21305
AS133:gene_id_40123	K00931
MH0238_GL0044956	K07322
MH0238_GL0044956	K07696
MH0238_GL0044956	K07684
MH0238_GL0044956	K02479
159207311-stool2_GL0199008	K19002
159207311-stool2_GL0199008	K21011
159207311-stool2_GL0199008	K16697
159207311-stool2_GL0199008	K09809
159207311-stool2_GL0199008	K12995
159207311-stool2_GL0199008	K02844
159207311-stool2_GL0199008	K08256
159207311-stool2_GL0199008	K19422
V1.UC12-0_GL0004663	K06396
MH0292_GL0080365	K07568
L7_gene_2310	K15532
MH0246_GL0029015	K00010
MH0246_GL0029015	K18855
MH0246_GL0029015	K16043
MH0246_GL0029015	K13020
MH0374_GL0136634	K16089
MH0238_GL0049121	K00587
MH0454_GL0016574	K07011
MH0077_GL0057113	K00931
AS34:gene_id_35708	K03570
MH0238_GL0037519	K01791
MH0337_GL0044106	K02529
MH0337_GL0044106	K01775
158802708-stool1_GL0136543	K05934
158802708-stool1_GL0136543	K05936
MH0055_GL0063678	K03555
MH0055_GL0063678	K08740
MH0055_GL0063678	K08737
L103_gene_106364	K06196
L103_gene_106364	K02199
L103_gene_106364	K17609
L103_gene_106364	K03564
L104_gene_19202	K00895
H65_gene_79145	K01768
H65_gene_79145	K19694
H65_gene_79145	K11527
H65_gene_79145	K03407
H65_gene_79145	K20971
H65_gene_79145	K03320
MH0319_GL0054632	K00548
L115_gene_51133	K07456
T2D-45A_GL0083369	K13789
MH0238_GL0170256	K21573
MH0071_GL0068856	K17472
MH0071_GL0068856	K13643
H_P1_gene_404831	K02190
H_P1_gene_404831	K02006
MH0094_GL0135665	K13747
AS37:gene_id_17169	K01006
O2.UC30-1_GL0061113	K02316
338793263-stool1_GL0008523	K03527
338793263-stool1_GL0008523	K02945
L40_gene_62395	K21471
MH0362_GL0043171	K04763
MH0400_GL0020046	K03088
MH0071_GL0023455	K18908
MH0319_GL0075119	K01951
MH0246_GL0086617	K17249
AS17:gene_id_14559	K15738
RA08_contig:gene_id_12618	K09808
RA08_contig:gene_id_12618	K09815
MH0227_GL0122994	K03585
N025A_GL0064262	K03654
AS6:gene_id_90407	K03088
MH0238_GL0113778	K02687
V1.UC4-5_GL0041914	K01206
MH0055_GL0057322	K00826
T2D-45A_GL0006153	K01992
159227541-stool1_GL0023845	K21575
L70_gene_62079	K08963
L124_gene_33127	K01991
L124_gene_33127	K20988
T2D-178A_GL0080768	K12340
O2.UC35-1_GL0192583	K15923
160400887-stool1_GL0061791	K00929
HD-58:gene_id_36942	K06196
MH0009_GL0054011	K01448
MH0238_GL0068975	K01886
MH0224_GL0162320	K07027
MH0088_GL0012035	K04763
T2D-45A_GL0036481	K00560
MH0443_GL0008205	K07644
MH0443_GL0008205	K07653
MH0443_GL0008205	K07642
MH0443_GL0008205	K18940
MH0443_GL0008205	K11520
MH0443_GL0008205	K07649
765034022-stool1_GL0057559	K00177
O2.UC31-1_GL0008227	K11921
O2.UC31-1_GL0008227	K19338
O2.UC31-1_GL0008227	K09681
O2.UC31-1_GL0008227	K04761
O2.UC31-1_GL0008227	K13634
O2.UC47-0_GL0077066	K03773
MH0246_GL0127578	K03657
AS136:gene_id_11263	K01811
AS34:gene_id_22477	K21572
MH0355_GL0231430	K14726
MH0355_GL0231430	K03316
MH0109_GL0035392	K07678
MH0109_GL0035392	K20974
MH0109_GL0035392	K11527
MH0109_GL0035392	K13924
MH0109_GL0035392	K07647
MH0109_GL0035392	K05962
MH0173_GL0115190	K19068
O2.UC8-0_GL0108988	K01785
O2.UC8-0_GL0063808	K01176
O2.UC8-0_GL0063808	K16147
O2.UC8-0_GL0063808	K01187
O2.UC8-0_GL0063808	K01208
MH0131_GL0095092	K20444
L106_gene_21464	K02003
MH0103_GL0065378	K16703
MH0103_GL0065378	K16148
MH0001_GL0020528	K03327
MH0088_GL0053090	K12998
MH0150_GL0156026	K03527
MH0321_GL0120917	K19036
MH0321_GL0120917	K19783
V1.CD49-0_GL0204626	K01966
H_P2_gene_476624	K07138
V1.FI27_GL0028782	K01711
L104_gene_91353	K03043
AS34:gene_id_27763	K17713
MH0246_GL0014412	K02621
MH0238_GL0171957	K00266
O2.UC7-1_GL0196162	K07165
MH0238_GL0115113	K04744
L87_gene_4690	K02005
MH0264_GL0044313	K03671
V1.CD51-0_GL0007106	K01056
NLM010_GL0077768	K04719
NLM010_GL0077768	K12234
MH0030_GL0032215	K01872
H_P2_gene_383845	K00003
T2D-45A_GL0002178	K03588
MH0131_GL0059572	K03169
H91_gene_69436	K04043
MH0055_GL0021502	K13640
L71_gene_1713	K19519
MH0211_GL0168768	K03327
MH0094_GL0067038	K05776
MH0238_GL0094586	K13378
MH0055_GL0001910	K00287
MH0238_GL0110464	K07273
H_P1_gene_410849	K00645
MH0224_GL0062789	K00705
MH0224_GL0062789	K01196
MH0224_GL0062789	K01200
V1.UC62-0_GL0015023	K03218
N089A_GL0025807	K00012
L115_gene_89833	K08169
T2D-102A_GL0118059	K20444
T2D-102A_GL0118059	K00712
T2D-102A_GL0118059	K13004
T2D-102A_GL0118059	K21011
T2D-102A_GL0118059	K19422
T2D-102A_GL0118059	K16150
T2D-102A_GL0118059	K17249
T2D-102A_GL0118059	K02840
MH0325_GL0108565	K03789
T2D-45A_GL0105547	K18929
MH0013_GL0018507	K00661
MH0055_GL0053861	K03723
V1.UC25-0_GL0096232	K06221
O2.UC8-0_GL0109219	K02469
L63_gene_19325	K01784
L63_gene_19325	K00091
L63_gene_19325	K15891
764508039-stool1_GL0046313	K13040
764508039-stool1_GL0046313	K13041
L125_gene_62591	K06921
MH0311_GL0035763	K01958
MH0311_GL0035763	K01571
MH0311_GL0035763	K01968
MH0311_GL0035763	K01960
MH0311_GL0035763	K11263
MH0311_GL0035763	K01965
MH0311_GL0035763	K02160
MH0126_GL0056209	K07284
O2.UC1-2_GL0138625	K00805
MH0098_GL0023040	K00215
RA08_contig:gene_id_26135	K06199
O2.UC57-0_GL0040431	K03551
H91_gene_72697	K15269
T2D-108A_GL0005550	K01813
MH0266_GL0114956	K16554
V1.UC15-3_GL0161540	K20118
L102_gene_44376	K16436
L102_gene_44376	K13017
H46_gene_129627	K03657
MH0138_GL0039616	K00794
O2.UC38-2_GL0068115	K00703
L115_gene_75144	K19421
L115_gene_75144	K13013
T2D-154A_GL0054295	K00788
MH0382_GL0043659	K19824
HD-56:gene_id_24919	K21573
H78_gene_19928	K21572
MH0068_GL0047686	K13730
MH0068_GL0047686	K08884
N039A_GL0048985	K02614
MH0010_GL0004978	K13043
RA08_contig:gene_id_51862	K16444
RA08_contig:gene_id_51862	K05841
V1.FI19_GL0093015	K07001
HD-31:gene_id_67909	K03088
160400887-stool1_GL0037316	K02108
MH0245_GL0039573	K19172
MH0245_GL0039573	K15532
V1.UC55-0_GL0078911	K00262
T2D-20A_GL0013815	K07137
MH0350_GL0109680	K04043
T2D-56A_GL0121988	K00382
AS97:gene_id_62958	K03402
O2.UC56-2_GL0006467	K01658
O2.UC56-2_GL0006467	K01664
O2.UC56-2_GL0006467	K13950
HD-9:gene_id_47701	K07133
SZEY-68A_GL0005411	K09125
L38_gene_5944	K13009
L78_gene_5344	K03737
HD-58:gene_id_22801	K21449
MH0061_GL0059151	K04763
L115_gene_72003	K07720
L115_gene_72003	K18954
L115_gene_72003	K07506
V1.UC38-0_GL0047563	K21572
V1.UC63-0_GL0001836	K16692
MH0238_GL0002354	K02527
T2D-45A_GL0000695	K09181
O2.UC37-0_GL0028038	K09704
O2.UC56-2_GL0058994	K03773
L105_gene_90991	K21573
T2D-78A_GL0041382	K21573
O2.CD2-0-PT_GL0067868	K19431
O2.UC36-0_GL0172072	K03606
O2.UC36-0_GL0172072	K21303
S_P2_gene_144650	K05989
MH0001_GL0013583	K02986
T2D-45A_GL0045872	K03570
MH0071_GL0056210	K02120
MH0122_GL0022872	K04095
MH0407_GL0175270	K02469
MH0246_GL0076351	K03499
MH0238_GL0175541	K12308
MH0238_GL0175541	K01190
V1.FI33_GL0072408	K21572
MH0393_GL0060190	K07741
MH0390_GL0073183	K00278
MH0018_GL0010662	K01051
V1.UC50-1_GL0200785	K04084
V1.UC50-1_GL0200785	K03671
V1.UC50-1_GL0200785	K01829
HD-43:gene_id_2635	K03296
159571453-stool1_GL0084794	K09808
MH0362_GL0037731	K00806
O2.UC47-1_GL0219392	K02523
SRA01_contig:gene_id_13207	K01784
MH0394_GL0166070	K20021
L115_gene_67233	K03298
H_P2_gene_301948	K10117
MH0400_GL0031386	K13663
MH0377_GL0053161	K01443
MH0055_GL0008240	K01155
MH0055_GL0008240	K00558
MH0160_GL0074213	K07012
L49_gene_17287	K02230
HD-43:gene_id_1452	K00099
V1.FI08_GL0010559	K07263
V1.UC55-0_GL0125088	K00996
V1.UC55-0_GL0125088	K16566
MH0122_GL0057799	K01134
MH0122_GL0057799	K01130
MH0122_GL0057799	K01138
MH0122_GL0057799	K01135
MH0010_GL0031767	K01138
MH0010_GL0031767	K01137
MH0010_GL0031767	K01133
MH0010_GL0031767	K01136
MH0010_GL0031767	K02564
MH0010_GL0031767	K01565
MH0211_GL0103935	K02473
L20_gene_1282	K02517
HD-58:gene_id_12479	K07787
HD-58:gene_id_12479	K07239
N006A_GL0074228	K02066
MH0246_GL0102720	K00992
MH0246_GL0102720	K00966
MH0246_GL0102720	K16881
MH0094_GL0032679	K01647
AS37:gene_id_11573	K07114
MH0357_GL0028403	K21573
159227541-stool3_GL0083172	K03699
MH0013_GL0016443	K19576
DLF013_GL0027517	K09936
MH0357_GL0032608	K11753
HD-52:gene_id_127515	K03561
MH0013_GL0019427	K00533
MH0013_GL0019427	K00336
MH0013_GL0019427	K17997
MH0013_GL0019427	K06441
MH0238_GL0089484	K00348
MH0121_GL0081543	K17249
MH0121_GL0081543	K17248
MH0121_GL0081543	K16703
MH0121_GL0081543	K00712
MH0121_GL0081543	K19422
158256496-stool1_GL0012636	K10773
AS40:gene_id_79570	K01745
O2.UC3-1_GL0100369	K00995
O2.UC8-0_GL0053519	K00859
AS34:gene_id_38742	K03574
MH0094_GL0038051	K08218
MH0090_GL0087877	K21571
MH0013_GL0006133	K01447
MH0013_GL0006133	K01446
MH0238_GL0008473	K07282
MH0238_GL0024652	K01752
NOM008_GL0027147	K08679
MH0357_GL0157490	K01818
MH0001_GL0004838	K01126
MH0094_GL0033341	K21571
NLF008_GL0043820	K02030
NLF008_GL0043820	K19181
NLF008_GL0043820	K00010
T2D-45A_GL0044767	K01436
T2D-45A_GL0044767	K01439
T2D-45A_GL0044767	K14262
T2D-45A_GL0044767	K08660
T2D-45A_GL0044767	K15428
AS136:gene_id_12808	K13821
T2D-97A_GL0137375	K17073
T2D-97A_GL0137375	K17074
MH0005_GL0008816	K10834
MH0005_GL0008816	K10826
MH0005_GL0008816	K10829
MH0005_GL0008816	K06158
AS37:gene_id_17686	K00266
MH0094_GL0136032	K03832
O2.UC27-2_GL0110313	K02950
L70_gene_32986	K06158
L70_gene_32986	K15738
L38_gene_47398	K01206
MH0088_GL0112364	K04763
MH0055_GL0053339	K09789
MH0055_GL0053339	K02169
AS104:gene_id_7045	K03320
AS104:gene_id_7045	K13924
AS104:gene_id_7045	K02484
AS104:gene_id_7045	K05962
AS104:gene_id_7045	K11527
AS104:gene_id_7045	K20974
AS104:gene_id_7045	K02030
AS104:gene_id_7045	K07677
AS104:gene_id_7045	K11357
AS104:gene_id_7045	K07651
AS104:gene_id_7045	K10909
AS104:gene_id_7045	K07679
V1.UC7-0_GL0045824	K02988
T2D-45A_GL0078884	K01835
HD-43:gene_id_11797	K01770
MH0222_GL0032798	K03797
MH0055_GL0055842	K03979
MH0094_GL0092486	K02014
MH0094_GL0092486	K16089
MH0055_GL0058059	K00262
MH0238_GL0140387	K03453
V1.UC26-4_GL0188362	K19157
MH0435_GL0157727	K13665
S_P1_gene_274178	K09759
S_P1_gene_274178	K02434
159227541-stool2_GL0029813	K03424
O2.UC4-1_GL0064309	K01992
MH0131_GL0108361	K06024
MH0010_GL0005966	K21064
H_P2_gene_580961	K02007
MH0238_GL0117041	K21572
DLF013_GL0044449	K03548
MH0085_GL0025875	K04763
MH0055_GL0034919	K02314
765701615-stool1_GL0216676	K00558
MH0430_GL0133551	K01955
MH0227_GL0078543	K01012
H95_gene_18360	K06889
H95_gene_18360	K06196
H95_gene_18360	K02199
H67_gene_2566	K21572
L115_gene_70939	K03517
159227541-stool1_GL0037243	K21571
O2.UC11-2_GL0087587	K01963
T2D-45A_GL0113026	K07098
V1.FI14_GL0043601	K00334
H_P2_gene_424573	K00783
H65_gene_17296	K01133
H65_gene_17296	K01138
H65_gene_17296	K01130
H65_gene_17296	K01136
764042746-stool2_GL0087071	K01843
MH0428_GL0059136	K07566
MH0071_GL0031506	K01778
MH0301_GL0023459	K07496
T2D-25A_GL0099730	K17734
H_P1_gene_679210	K21572
V1.UC13-0_GL0026774	K08384
MH0087_GL0036374	K03606
MH0087_GL0036374	K21303
RA02_contig:gene_id_104341	K07141
RA02_contig:gene_id_104341	K15634
RA02_contig:gene_id_104341	K02019
H_P1_gene_281191	K03588
H_P1_gene_281191	K05364
H_P1_gene_281191	K05837
MH0238_GL0075386	K01495
MH0422_GL0057078	K00336
MH0422_GL0057078	K18332
159490532-stool1_GL0082457	K08641
DLF013_GL0035711	K01091
DLF013_GL0035711	K01243
MH0055_GL0004700	K13566
MH0046_GL0011275	K07483
V1.UC63-0_GL0143429	K16183
V1.UC63-0_GL0143429	K00351
MH0428_GL0047124	K03687
O2.UC48-2_GL0137033	K19689
H93_gene_66596	K02428
MH0238_GL0115561	K11741
N042A_GL0034808	K21449
159207311-stool2_GL0199015	K09809
159207311-stool2_GL0199015	K18704
MH0238_GL0184470	K00971
L70_gene_82487	K21572
MH0363_GL0028210	K03205
T2D-189A_GL0080785	K02867
MH0238_GL0187630	K18691
MH0230_GL0105394	K07023
O2.UC37-1_GL0050283	K02902
MH0310_GL0005976	K01921
L70_gene_58937	K12343
MH0188_GL0021955	K14445
AS34:gene_id_27717	K06201
159611913-stool2_GL0045427	K21449
HD-29:gene_id_101	K00853
HD-29:gene_id_101	K00854
O2.UC58-2_GL0116160	K00849
L104_gene_71876	K02109
AS37:gene_id_9202	K01897
O2.UC35-1_GL0085446	K03686
SRA02_contig:gene_id_11186	K21572
508703490-stool1_GL0006523	K07497
MH0013_GL0031358	K07052
MH0055_GL0057925	K06890
MH0009_GL0006920	K21571
V1.UC49-1_GL0080395	K03760
V1.UC49-1_GL0080395	K19353
SRA01_contig:gene_id_9744	K00973
MH0336_GL0022046	K03118
T2D-45A_GL0086437	K01142
H_P1_gene_301489	K06209
L82_gene_68943	K06926
L49_gene_49813	K12373
T2D-45A_GL0104249	K01624
SRA03_contig:gene_id_220662	K02587
MH0289_GL0140294	K08679
MH0355_GL0131357	K03924
RA10_contig:gene_id_23630	K03496
MH0357_GL0181696	K04518
O2.UC8-0_GL0017096	K01992
L106_gene_60756	K05601
MH0055_GL0074978	K03327
RA06_contig:gene_id_77020	K07258
764325968-stool1_GL0093932	K03561
O2.UC8-0_GL0125149	K07011
HD-43:gene_id_7366	K16091
N088A_GL0037532	K07483
O2.UC44-2_GL0196388	K00008
O2.UC44-2_GL0196388	K18369
O2.UC44-2_GL0196388	K08322
MH0131_GL0010334	K03328
V1.UC13-0_GL0062320	K07282
MH0322_GL0026774	K06889
L63_gene_57854	K01992
V1.UC30-0_GL0057206	K02823
V1.CD24-0_GL0060248	K02016
MH0001_GL0008776	K06153
MH0246_GL0064164	K00912
MH0428_GL0175504	K03305
MH0404_GL0149848	K02992
MH0055_GL0028540	K00700
RA14_contig:gene_id_54399	K07095
S_P2_gene_265022	K01591
AS37:gene_id_4611	K11257
RA12_contig:gene_id_1670	K02004
AS37:gene_id_17316	K00762
AS134:gene_id_12851	K21573
H43_gene_82051	K12996
H43_gene_82051	K20922
H43_gene_82051	K12995
MH0355_GL0106381	K02478
MH0355_GL0106381	K07704
MH0355_GL0106381	K08082
MH0094_GL0075703	K01768
MH0094_GL0075703	K19694
MH0094_GL0075703	K03407
V1.FI06_GL0129379	K18197
V1.FI06_GL0129379	K18198
N013A_GL0067196	K03655
O2.UC44-0_GL0059097	K02429
V1.FI05_GL0140019	K00588
V1.FI05_GL0140019	K16028
V1.FI05_GL0140019	K21189
MH0246_GL0055756	K01067
MH0246_GL0055756	K18122
MH0355_GL0147568	K02355
MH0238_GL0192806	K12410
L70_gene_28879	K02169
L70_gene_28879	K09789
T2D-45A_GL0093980	K03086
MH0238_GL0190233	K01585
O2.UC30-2_GL0032389	K01206
O2.UC56-0_GL0060381	K00602
MH0289_GL0164495	K21065
MH0246_GL0036594	K03979
MH0094_GL0033295	K00558
AS5:gene_id_57294	K00876
T2D-29A_GL0033833	K05366
T2D-20A_GL0084644	K01048
T2D-20A_GL0084644	K01054
L115_gene_69298	K00648
Unknow_GL0083523	K05340
MH0374_GL0164723	K00826
H32_gene_12368	K00297
L103_gene_119571	K21573
AS34:gene_id_32096	K03585
O2.UC36-0_GL0004713	K02483
O2.UC36-0_GL0004713	K07657
O2.UC36-0_GL0004713	K07658
O2.UC36-0_GL0004713	K07668
H_P2_gene_159746	K02647
H_P2_gene_159746	K09684
L62_gene_44547	K00710
T2D-45A_GL0088191	K12264
O2.UC48-1_GL0088909	K00927
MH0211_GL0027354	K00812
O2.UC47-2_GL0093109	K03797
V1.FI05_GL0058233	K03040
T2D-45A_GL0036335	K07447
HD-43:gene_id_2643	K02014
MH0246_GL0014202	K12373
T2D-45A_GL0073528	K01972
Unknow_GL0062486	K07404
O2.UC36-0_GL0148723	K02433
MH0323_GL0130453	K20968
MH0323_GL0130453	K07506
MH0158_GL0009450	K04486
O2.UC5-0_GL0073151	K05341
N088A_GL0085990	K21572
MH0055_GL0067849	K07478
MH0224_GL0073517	K01585
MH0238_GL0176862	K00595
MH0108_GL0014267	K12132
MH0108_GL0014267	K06683
MH0108_GL0014267	K20717
MH0108_GL0014267	K08838
T2D-45A_GL0118053	K03695
O2.UC50-0_GL0166554	K06334
MH0055_GL0039585	K09022
H31_gene_6875	K01811
MH0009_GL0029166	K02520
MH0246_GL0097801	K09022
MH0138_GL0009538	K15255
MH0013_GL0031538	K01089
MH0013_GL0031262	K12373
MH0196_GL0170050	K00645
MH0138_GL0012303	K03797
MH0127_GL0101625	K13059
MH0032_GL0005948	K19427
MH0032_GL0005948	K09809
O2.UC2-2_GL0052919	K01091
AS34:gene_id_56207	K03118
RA10_contig:gene_id_24829	K17716
MH0055_GL0073920	K02004
MH0274_GL0008807	K01006
MH0055_GL0047175	K00942
SRA00_contig:gene_id_83159	K02066
MH0311_GL0145478	K12340
HD-43:gene_id_12473	K01870
T2D-45A_GL0069252	K21572
MH0055_GL0070619	K02878
HD-9:gene_id_29245	K21449
HD-58:gene_id_26995	K06196
HD-58:gene_id_26995	K06889
HD-58:gene_id_26995	K02199
HD-58:gene_id_26995	K17609
MH0055_GL0039414	K19285
MH0055_GL0039414	K10678
MH0055_GL0039414	K19286
MH0196_GL0066609	K16701
MH0196_GL0066609	K00712
MH0055_GL0015282	K15855
MH0055_GL0015282	K01192
MH0055_GL0015282	K18577
AS134:gene_id_22785	K07646
V1.UC25-0_GL0061201	K01991
RA09_contig:gene_id_3505	K21573
SRA00_contig:gene_id_84383	K01924
T2D-45A_GL0013132	K15987
159733294-stool1_GL0136843	K21572
H93_gene_86817	K20444
SZEY-39A_GL0019322	K00812
MH0013_GL0010966	K00337
MH0355_GL0149264	K02874
O2.UC36-1_GL0005060	K21573
HD-65:gene_id_69610	K09812
HD-81:gene_id_39837	K02477
V1.UC53-0_GL0042698	K21572
MH0010_GL0015958	K01092
T2D-45A_GL0142365	K03797
V1.UC2-4_GL0067802	K07082
V1.CD1-0-PN_GL0003711	K02933
MH0055_GL0019425	K18707
MH0118_GL0037090	K19302
MH0169_GL0012912	K19425
MH0169_GL0012912	K19427
MH0169_GL0012912	K09809
MH0147_GL0011309	K00604
V1.UC21-0_GL0000207	K00812
MH0238_GL0007473	K02169
MH0238_GL0007473	K09789
MH0428_GL0162963	K00639
O2.UC47-0_GL0092298	K00249
O2.UC47-0_GL0092298	K20035
O2.UC47-0_GL0092298	K00248
O2.UC47-0_GL0092298	K06446
MH0403_GL0005918	K00384
MH0400_GL0118158	K07407
T2D-45A_GL0045967	K01153
MH0121_GL0013666	K03654
MH0055_GL0043206	K03801
T2D-103A_GL0097816	K20968
MH0160_GL0023807	K01447
MH0160_GL0023807	K01446
V1.CD6-0-PN_GL0125904	K06168
HD-68:gene_id_12495	K16698
159571453-stool1_GL0083051	K05349
O2.UC31-2_GL0044742	K00537
MH0402_GL0087130	K09706
V1.UC25-0_GL0036895	K03695
V1.UC25-0_GL0036895	K03696
AS134:gene_id_19279	K02967
L70_gene_80110	K15654
L70_gene_80110	K03367
L70_gene_80110	K15663
L70_gene_80110	K15664
L70_gene_80110	K16122
L70_gene_80110	K13614
AS18:gene_id_23044	K03710
AS18:gene_id_23044	K10711
MH0442_GL0074427	K00957
H91_gene_67240	K00067
AS58:gene_id_513	K21572
H24_gene_28089	K07165
O2.UC22-1_GL0000249	K11070
RA00_contig:gene_id_59342	K01491
H_P1_gene_476151	K09748
MH0404_GL0099659	K01966
S_P1_gene_94142	K07636
S_P1_gene_94142	K02484
S_P1_gene_94142	K07642
V1.UC5-3_GL0197949	K10440
RA02_contig:gene_id_192764	K06221
MH0378_GL0170633	K07058
HD-43:gene_id_7875	K01924
O2.UC40-2_GL0121426	K15634
O2.UC40-2_GL0121426	K02226
MH0188_GL0001312	K12264
H2_gene_9461	K01187
H2_gene_9461	K01811
O2.UC6-1_GL0130920	K21303
O2.UC6-1_GL0130920	K03606
O2.UC6-1_GL0130920	K13012
SRA02_contig:gene_id_1316	K21573
L70_gene_50537	K00930
MH0224_GL0101211	K02188
V1.UC26-0_GL0137035	K02986
MH0178_GL0039677	K01565
MH0178_GL0039677	K01130
MH0199_GL0040132	K20074
T2D-45A_GL0143567	K03561
MH0238_GL0014105	K01372
MH0013_GL0007302	K10439
MH0013_GL0007302	K01768
MH0013_GL0007302	K02058
O2.UC47-0_GL0056011	K18785
MH0319_GL0034318	K03885
AS133:gene_id_67209	K01270
MH0238_GL0038379	K01886
T2D-45A_GL0109534	K02040
AS6:gene_id_53592	K07271
MH0224_GL0140404	K00012
O2.UC5-2_GL0049025	K06403
L13_gene_9115	K11069
O2.UC56-2_GL0020277	K03892
MH0428_GL0126966	K01277
MH0034_GL0003786	K19427
MH0034_GL0003786	K18704
MH0034_GL0003786	K09809
V1.CD51-0_GL0128598	K07259
MH0301_GL0086095	K07441
MH0105_GL0009393	K02551
MH0105_GL0009393	K00075
O2.UC2-2_GL0097822	K01278
MH0188_GL0158797	K07391
MH0364_GL0014461	K00661
MH0364_GL0014461	K03818
MH0364_GL0014461	K18234
T2D-45A_GL0141943	K00937
MH0055_GL0056113	K07098
764892411-stool1_GL0075643	K03587
O2.UC7-0_GL0122771	K01752
MH0013_GL0033695	K00281
RA15_contig:gene_id_15188	K01487
MH0055_GL0039582	K02338
L103_gene_56799	K07271
159571453-stool1_GL0097186	K06384
O2.UC51-0_GL0069106	K21572
MH0238_GL0177406	K07787
MH0238_GL0177406	K11326
MH0238_GL0177406	K07239
MH0238_GL0177406	K15726
L123_gene_80885	K19239
HD-65:gene_id_16628	K21572
MH0253_GL0049637	K00812
N088A_GL0090601	K03574
O2.UC3-2_GL0064631	K03606
O2.UC3-2_GL0064631	K13656
O2.UC3-2_GL0064631	K00996
V1.UC58-0_GL0129881	K06131
V1.UC35-0_GL0091278	K17073
V1.UC35-0_GL0091278	K17074
MH0238_GL0011578	K11755
S_P1_gene_373343	K01056
MH0013_GL0034879	K18138
AS51:gene_id_36158	K03315
V1.UC1-0_GL0136394	K00927
DLF013_GL0037210	K10254
DOM014_GL0005452	K10773
SRA02_contig:gene_id_117076	K07165
T2D-45A_GL0109036	K01923
MH0055_GL0052355	K01163
MH0182_GL0081044	K01784
MH0182_GL0081044	K15789
MH0001_GL0008540	K03734
H_P1_gene_378227	K06287
MH0361_GL0011901	K07165
L67_gene_35927	K03581
